date,source,medium,delivery_available,device_type,promo_activated,filter_used,pageviews,visits,productClick,addToCart,checkout,transactions,revenue,ad spend
2020-07-01,facebook,cpc,no data,mobile,no,no,5393,2379,6030,1206,1562.88,88,"₱457,362","₱899,631"
2020-07-01,google,cpc,no data,mobile,yes,no,1759,403,4260,852,1214.72,44,"₱300,535","₱987,769"
2020-07-01,google,organic,no data,mobile,no,yes,266,46,520,104,143.36,6,"₱48,794","₱942,793"
2020-07-01,facebook,organic,no data,mobile,no,no,6310,2322,7530,1506,2315.52,141,"₱693,005","₱930,752"
2020-07-01,tiktok,cpa,no data,mobile,no,no,2920,1332,590,118,288,16,"₱68,588","₱135,487"
2020-07-01,google,cpc,no data,mobile,no,no,3931,1785,4140,828,929.28,67,"₱346,661","₱890,394"
2020-07-01,(direct),(none),no data,mobile,no,no,2585,1169,2050,410,590.08,47,"₱213,498","₱891,562"
2020-07-01,(direct),(none),no data,mobile,yes,no,762,148,1390,278,520.96,35,"₱201,787","₱815,822"
2020-07-01,facebook,cpc,no data,mobile,yes,no,2979,601,7210,1442,2374.4,96,"₱577,042","₱192,321"
2020-07-01,cityads,cpa,no data,mobile,yes,no,548,99,560,112,289.28,17,"₱100,145","₱969,206"
2020-07-01,google,organic,no data,PC,yes,yes,321,24,910,182,115.2,10,"₱55,358","₱982,921"
2020-07-01,facebook,cpc,no data,PC,yes,no,3410,877,8350,1670,1367.04,121,"₱822,830","₱224,837"
2020-07-01,google,organic,no data,PC,yes,no,2502,381,5650,1130,1089.28,121,"₱784,845","₱121,145"
2020-07-01,tiktok,cpa,no data,PC,yes,no,1969,373,3550,710,670.72,94,"₱591,806","₱700,622"
2020-07-01,facebook,organic,no data,PC,yes,no,1723,259,4270,854,844.8,85,"₱525,744","₱304,707"
2020-07-01,google,organic,no data,PC,no,no,3085,903,4930,982,1077.76,101,"₱497,218","₱223,595"
2020-07-01,facebook,organic,no data,PC,no,no,2405,872,4460,892,704,74,"₱518,277","₱822,192"
2020-07-01,tiktok,cpa,no data,PC,no,no,468,204,310,62,58.88,6,"₱28,040","₱510,142"
2020-07-01,google,cpc,no data,PC,yes,no,1361,413,3060,612,462.08,43,"₱270,333","₱590,773"
2020-06-02,(direct),(none),no data,mobile,yes,no,1576,170,4140,828,968.96,60,"₱357,264","₱908,937"
2020-06-02,google,organic,no data,mobile,yes,no,4483,556,9340,1868,1857.28,196,"₱1,294,402","₱172,894"
2020-06-02,facebook,cpc,no data,mobile,yes,no,4184,694,9350,1870,1854.72,181,"₱1,208,219","₱742,221"
2020-06-02,google,organic,no data,mobile,no,no,7010,2372,7900,1578,1222.4,163,"₱911,386","₱486,802"
2020-06-02,facebook,cpc,no data,PC,no,no,1905,862,2400,484,322.56,39,"₱272,985","₱403,250"
2020-06-02,facebook,organic,no data,mobile,no,no,4723,1766,5480,1096,958.72,115,"₱616,957","₱720,012"
2020-06-02,google,cpc,no data,mobile,no,no,3973,1612,4910,982,751.36,93,"₱524,947","₱447,074"
2020-06-02,tiktok,cpa,no data,mobile,no,no,1795,766,750,150,163.84,15,"₱66,521","₱518,583"
2020-06-02,facebook,cpc,no data,mobile,no,no,4852,1917,6350,1270,954.88,126,"₱793,756","₱303,355"
2020-06-02,(direct),(none),no data,PC,no,no,1368,490,1610,322,334.08,51,"₱293,085","₱401,900"
2020-06-02,facebook,organic,no data,PC,yes,no,3358,409,7560,1510,1130.24,141,"₱972,829","₱156,704"
2020-06-02,(direct),(none),no data,mobile,no,no,2023,774,2140,426,378.88,51,"₱249,716","₱456,370"
2020-06-02,google,organic,no data,PC,no,no,4633,1398,5490,1094,860.16,136,"₱743,808","₱277,807"
2020-06-02,facebook,cpc,yes,PC,yes,no,1203,80,2740,546,529.92,64,"₱477,071","₱601,080"
2020-06-02,facebook,cpc,no data,PC,yes,no,6701,1425,15460,3094,2196.48,265,"₱1,795,780","₱951,081"
2020-06-02,google,cpc,no data,PC,yes,no,3162,645,7040,1406,974.08,115,"₱774,985","₱923,321"
2020-06-02,facebook,organic,no data,PC,no,no,3902,1439,6630,1326,742.4,95,"₱612,069","₱968,069"
2020-06-02,instagram,cpc,no data,PC,no,no,293,85,530,106,60.16,10,"₱57,757","₱426,895"
2020-06-02,(direct),(none),no data,PC,yes,no,2113,202,4420,884,1291.52,62,"₱395,428","₱634,623"
2020-06-02,google,cpc,no data,PC,no,no,855,367,1130,226,153.6,20,"₱120,635","₱766,070"
2020-02-22,facebook,organic,no data,mobile,yes,no,5953,817,12790,2558,2323.2,298,"₱1,730,071","₱751,081"
2020-02-22,facebook,cpc,no data,mobile,no,no,7239,2873,10480,2096,1543.68,192,"₱1,160,759","₱793,412"
2020-02-22,google,organic,yes,mobile,no,no,1361,111,2590,518,590.08,89,"₱486,341","₱553,008"
2020-02-22,google,organic,no data,mobile,no,no,12237,4386,15210,3042,2462.72,328,"₱1,753,630","₱891,102"
2020-02-22,google,organic,no data,PC,yes,no,5113,580,10970,2196,1662.72,269,"₱1,565,541","₱563,396"
2020-02-22,google,cpc,no data,mobile,no,no,5856,2387,9340,1868,1300.48,153,"₱952,481","₱588,694"
2020-02-22,tiktok,cpa,no data,mobile,no,no,2606,1141,340,68,66.56,7,"₱30,577","₱380,810"
2020-02-22,facebook,organic,no data,mobile,no,no,8208,2959,10530,2106,1610.24,248,"₱1,438,911","₱271,867"
2020-02-22,google,organic,no data,mobile,yes,no,7026,1054,14560,2912,2690.56,342,"₱2,020,847","₱370,377"
2020-02-22,google,organic,no data,PC,no,no,5447,1679,8390,1678,1041.92,171,"₱1,013,640","₱128,114"
2020-02-22,(direct),(none),no data,mobile,no,no,3565,1444,4050,812,597.76,88,"₱545,142","₱901,599"
2020-02-22,google,cpc,no data,PC,yes,yes,462,34,1110,222,143.36,18,"₱116,643","₱548,498"
2020-02-22,(direct),(none),no data,mobile,yes,no,2809,396,5980,1196,1091.84,129,"₱767,799","₱687,865"
2020-02-22,facebook,organic,yes,PC,no,no,572,45,1530,306,204.8,36,"₱240,711","₱946,617"
2020-02-22,google,cpc,no data,mobile,yes,no,4831,704,11050,2210,1872.64,218,"₱1,346,433","₱683,848"
2020-02-22,facebook,social,no data,mobile,no,no,377,214,370,74,28.16,0,₱0,"₱574,465"
2020-02-22,tiktok,cpa,no data,PC,no,no,648,269,500,100,56.32,8,"₱50,523","₱328,286"
2020-02-22,tiktok,cpa,no data,PC,yes,no,2744,361,4590,916,704,114,"₱803,569","₱312,660"
2020-02-22,facebook,cpc,no data,PC,yes,no,4547,538,11200,2238,1518.08,248,"₱1,605,445","₱228,388"
2020-02-22,cityads,cpa,no data,PC,yes,no,673,94,810,162,147.2,25,"₱171,675","₱912,698"
2020-02-22,facebook,cpc,no data,PC,yes,yes,482,30,970,194,122.88,19,"₱118,083","₱848,329"
2020-02-22,facebook,cpc,no data,PC,no,no,4199,1532,7170,1436,794.88,136,"₱936,104","₱240,025"
2020-02-22,(direct),(none),no data,PC,no,no,1674,615,1940,384,399.36,67,"₱418,386","₱526,101"
2020-02-22,facebook,organic,no data,PC,no,no,4366,1421,7760,1550,894.72,138,"₱857,377","₱347,432"
2020-02-22,google,cpc,no data,PC,no,no,2600,902,4760,952,535.04,80,"₱489,668","₱821,142"
2020-02-22,google,cpc,no data,PC,yes,no,3123,353,7610,1520,989.44,153,"₱1,020,652","₱532,752"
2020-04-30,google,organic,no data,PC,no,no,6918,1993,9040,1804,1216,174,"₱971,822","₱118,198"
2020-04-30,promo,email,no data,mobile,no,no,1580,858,1400,280,89.6,5,"₱37,426","₱457,461"
2020-04-30,(direct),(none),no data,mobile,no,no,2739,1120,2290,456,401.92,48,"₱265,835","₱642,412"
2020-04-30,google,organic,no data,mobile,no,no,9203,2869,9400,1878,1653.76,214,"₱1,142,832","₱823,193"
2020-04-30,google,cpc,no data,PC,no,no,3554,1219,6110,1224,650.24,80,"₱477,720","₱795,630"
2020-04-30,facebook,cpc,no data,mobile,no,no,6847,2397,9940,1984,1509.12,168,"₱979,620","₱691,478"
2020-04-30,facebook,cpc,no data,PC,no,no,5911,2159,9300,1860,1091.84,134,"₱835,559","₱706,737"
2020-04-30,facebook,organic,no data,PC,no,no,4547,1572,6750,1350,821.76,105,"₱639,756","₱553,483"
2020-04-30,tiktok,cpa,no data,mobile,no,no,3865,1498,640,128,124.16,12,"₱75,716","₱909,060"
2020-04-30,google,cpc,no data,mobile,no,no,4882,1763,6360,1272,912.64,120,"₱655,469","₱196,837"
2020-04-30,facebook,organic,no data,mobile,no,no,5773,1938,7030,1406,1208.32,145,"₱788,104","₱158,386"
2020-04-30,instagram,cpc,no data,mobile,no,no,579,193,1090,218,135.68,18,"₱98,922","₱606,692"
2020-04-30,facebook,organic,yes,mobile,yes,no,1040,62,1960,392,441.6,51,"₱289,910","₱286,320"
2020-04-30,tiktok,cpa,no data,mobile,yes,no,2540,335,4280,856,857.6,91,"₱607,286","₱579,347"
2020-04-30,google,organic,no data,mobile,yes,no,7002,801,13690,2736,2667.52,291,"₱1,620,815","₱928,858"
2020-04-30,(direct),(none),no data,PC,no,no,1989,755,2370,472,414.72,57,"₱296,454","₱215,506"
2020-04-30,instagram,cpc,no data,PC,no,no,406,137,740,148,106.24,16,"₱101,932","₱870,376"
2020-04-30,promo,email,no data,PC,no,no,1711,911,1670,334,96,13,"₱87,221","₱513,586"
2020-04-30,(direct),(none),no data,mobile,yes,no,1876,244,3880,778,669.44,82,"₱492,831","₱522,518"
2020-04-30,facebook,cpc,no data,PC,yes,yes,629,48,1570,314,153.6,16,"₱94,540","₱963,507"
2020-04-30,tiktok,cpa,no data,PC,yes,yes,270,21,460,92,78.08,9,"₱61,111","₱997,555"
2020-04-30,google,cpc,no data,PC,yes,no,3867,427,9270,1854,1160.96,157,"₱921,704","₱380,760"
2020-04-30,google,cpc,no data,PC,yes,yes,220,18,480,96,85.76,9,"₱46,806","₱701,232"
2020-04-30,google,organic,yes,mobile,yes,no,1516,91,2360,470,625.92,77,"₱408,752","₱546,899"
2020-04-30,facebook,cpc,no data,PC,yes,no,6642,890,15190,3036,1891.84,264,"₱1,639,876","₱133,185"
2020-04-30,google,cpc,yes,PC,no,no,432,37,1130,226,177.92,24,"₱159,569","₱184,264"
2020-04-30,google,organic,no data,PC,yes,no,6046,643,13190,2638,1845.76,252,"₱1,536,879","₱448,999"
2020-04-30,tiktok,cpa,no data,PC,yes,no,3381,386,5710,1142,887.04,126,"₱728,048","₱383,083"
2020-04-30,facebook,organic,no data,PC,yes,no,4136,471,9570,1912,1507.84,183,"₱1,073,596","₱869,757"
2020-04-30,google,cpc,no data,mobile,no,yes,216,27,460,92,37.12,2,"₱10,756","₱181,877"
2020-03-28,google,organic,yes,mobile,yes,no,2015,119,3540,708,768,106,"₱529,914","₱868,456"
2020-03-28,google,organic,no data,mobile,yes,no,9140,1185,17910,3582,3244.8,442,"₱2,354,995","₱236,440"
2020-03-28,facebook,cpc,no data,mobile,yes,no,6798,919,16410,3282,2558.72,295,"₱1,698,008","₱671,321"
2020-03-28,google,organic,yes,mobile,no,no,1035,103,2020,404,460.8,77,"₱390,767","₱177,923"
2020-03-28,tiktok,cpa,no data,mobile,yes,no,2129,326,3880,776,796.16,76,"₱443,294","₱172,520"
2020-03-28,google,cpc,no data,mobile,no,no,5181,2283,6590,1320,933.12,105,"₱631,583","₱581,511"
2020-03-28,facebook,cpc,no data,mobile,no,no,5389,2296,6370,1270,997.12,123,"₱707,626","₱917,128"
2020-03-28,google,organic,no data,mobile,no,no,10466,3828,11160,2238,1861.12,268,"₱1,429,890","₱538,726"
2020-03-28,google,cpc,no data,mobile,yes,no,6973,931,16420,3282,2539.52,315,"₱1,717,971","₱286,483"
2020-03-28,facebook,cpc,no data,PC,no,no,3808,1491,5280,1052,579.84,92,"₱563,380","₱338,998"
2020-03-28,(direct),(none),no data,mobile,no,no,3709,1746,2770,554,441.6,67,"₱372,049","₱157,305"
2020-03-28,facebook,organic,no data,mobile,no,no,6191,2316,6900,1382,1166.08,174,"₱940,349","₱630,375"
2020-03-28,instagram,cpc,no data,mobile,no,no,776,303,1370,274,181.76,27,"₱154,533","₱968,572"
2020-03-28,tiktok,cpa,no data,mobile,no,no,2294,995,580,114,138.24,13,"₱64,512","₱701,040"
2020-03-28,instagram,cpc,no data,mobile,yes,no,417,79,990,196,158.72,23,"₱178,919","₱843,917"
2020-03-28,facebook,organic,yes,mobile,yes,no,1178,74,2230,446,464.64,59,"₱305,797","₱929,039"
2020-03-28,(direct),(none),no data,mobile,yes,no,3866,618,8680,1736,1418.24,159,"₱827,328","₱990,257"
2020-03-28,facebook,organic,no data,PC,yes,no,4150,465,9330,1864,1186.56,196,"₱1,161,550","₱608,732"
2020-03-28,google,organic,no data,PC,no,no,4550,1503,6290,1256,743.68,126,"₱687,695","₱241,825"
2020-03-28,google,cpc,no data,PC,yes,no,5147,525,11680,2336,1400.32,238,"₱1,324,778","₱320,981"
2020-03-28,facebook,cpc,no data,PC,yes,no,5342,561,12220,2442,1478.4,256,"₱1,540,501","₱391,547"
2020-03-28,facebook,organic,yes,PC,yes,no,791,49,1640,328,227.84,40,"₱241,169","₱457,137"
2020-03-28,tiktok,cpa,no data,PC,yes,no,2388,342,3680,736,604.16,107,"₱615,475","₱655,541"
2020-03-28,facebook,organic,no data,PC,no,no,3085,1122,4340,868,472.32,71,"₱395,581","₱391,978"
2020-03-28,(direct),(none),no data,PC,yes,no,3010,383,6120,1224,865.28,142,"₱787,498","₱341,051"
2020-03-28,google,cpc,no data,PC,no,no,2403,930,3570,714,407.04,57,"₱379,831","₱780,804"
2020-06-17,google,organic,no data,mobile,no,no,5270,2078,4990,996,2240,89,"₱398,386","₱530,586"
2020-06-17,instagram,cpc,no data,mobile,no,no,453,224,580,116,202.24,9,"₱34,468","₱103,913"
2020-06-17,google,cpc,no data,mobile,no,no,3546,1677,3710,742,939.52,35,"₱173,742","₱685,729"
2020-06-17,google,cpc,no data,PC,no,no,563,259,750,150,128,8,"₱26,074","₱916,295"
2020-06-17,google,cpc,no data,mobile,yes,no,1306,305,3260,652,1000.96,43,"₱274,382","₱800,893"
2020-06-17,google,cpc,yes,mobile,no,no,1220,121,2700,540,1706.24,90,"₱557,037","₱570,179"
2020-06-17,facebook,organic,no data,mobile,no,no,3326,1402,3820,764,1451.52,54,"₱203,163","₱771,125"
2020-06-17,facebook,cpc,no data,mobile,no,no,3105,1509,3270,654,958.72,39,"₱152,034","₱547,324"
2020-06-17,(direct),(none),no data,mobile,no,no,1917,849,1440,286,597.76,27,"₱112,341","₱157,393"
2020-06-17,facebook,cpc,no data,PC,no,no,1277,609,1580,314,468.48,18,"₱94,545","₱270,839"
2020-06-17,tiktok,cpa,no data,mobile,no,no,1322,634,360,72,193.28,8,"₱40,953","₱349,232"
2020-06-17,tiktok,cpa,no data,PC,no,no,734,292,520,104,184.32,8,"₱40,226","₱812,772"
2020-06-17,facebook,organic,no data,mobile,yes,no,1204,217,3120,624,1177.6,41,"₱242,171","₱807,152"
2020-06-17,google,organic,yes,mobile,no,no,1906,171,4000,800,2233.6,139,"₱777,369","₱793,566"
2020-06-17,google,organic,no data,PC,no,no,3051,1051,4330,866,1280,83,"₱455,200","₱468,230"
2020-06-17,facebook,cpc,no data,mobile,yes,no,1469,362,3730,746,1393.92,56,"₱407,292","₱298,206"
2020-06-17,(direct),(none),no data,PC,no,no,933,416,1080,214,491.52,30,"₱223,463","₱277,289"
2020-06-17,tiktok,cpa,no data,PC,yes,no,1055,174,2250,450,954.88,63,"₱400,611","₱946,994"
2020-06-17,google,cpc,no data,PC,yes,no,1703,523,4260,852,986.88,55,"₱329,514","₱255,995"
2020-06-17,tiktok,cpa,yes,PC,yes,no,389,33,660,130,419.84,26,"₱166,439","₱937,495"
2020-06-17,facebook,organic,no data,PC,no,no,2391,1004,3330,664,757.76,35,"₱159,927","₱193,441"
2020-04-05,google,cpc,yes,mobile,yes,no,1335,82,2230,446,471.04,60,"₱294,935","₱269,409"
2020-04-05,google,organic,no data,mobile,yes,no,7839,1031,15570,3112,2965.76,341,"₱1,747,081","₱567,592"
2020-04-05,google,organic,no data,mobile,yes,yes,690,51,1440,288,298.24,23,"₱108,128","₱422,654"
2020-04-05,google,organic,no data,mobile,no,no,7400,2920,7450,1490,1216,154,"₱734,491","₱128,556"
2020-04-05,google,cpc,no data,mobile,no,no,4482,2096,5520,1104,816.64,75,"₱461,205","₱447,581"
2020-04-05,tiktok,cpa,no data,mobile,no,no,1645,730,710,140,99.84,9,"₱51,868","₱165,876"
2020-04-05,(direct),(none),no data,mobile,no,no,2844,1326,2400,480,316.16,33,"₱152,609","₱557,312"
2020-04-05,(direct),(none),no data,PC,yes,no,2243,297,4730,946,624.64,99,"₱567,751","₱274,651"
2020-04-05,facebook,cpc,no data,mobile,no,no,5341,2404,6300,1262,857.6,97,"₱587,050","₱168,064"
2020-04-05,facebook,organic,no data,mobile,no,no,5156,2052,5120,1024,866.56,111,"₱580,654","₱743,899"
2020-04-05,google,cpc,no data,mobile,yes,no,5596,729,12970,2596,2127.36,237,"₱1,278,826","₱791,980"
2020-04-05,facebook,cpc,no data,mobile,yes,no,5974,802,13320,2662,2333.44,248,"₱1,352,476","₱237,436"
2020-04-05,facebook,organic,no data,PC,no,no,2592,981,3160,630,307.2,51,"₱295,853","₱246,457"
2020-04-05,facebook,organic,no data,mobile,yes,no,5404,731,11370,2274,2129.92,239,"₱1,278,341","₱377,949"
2020-04-05,google,organic,no data,mobile,no,yes,240,45,410,82,87.04,8,"₱43,811","₱647,794"
2020-04-05,google,cpc,no data,PC,no,no,2076,811,2770,554,305.92,47,"₱339,200","₱291,756"
2020-04-05,google,organic,no data,PC,no,no,3758,1224,4910,982,627.2,93,"₱515,973","₱418,844"
2020-04-05,facebook,cpc,no data,PC,yes,no,5680,570,12490,2496,1594.88,237,"₱1,324,541","₱320,922"
2020-04-05,facebook,cpc,no data,PC,no,no,3747,1503,5250,1050,547.84,78,"₱512,746","₱469,452"
2020-04-05,facebook,organic,no data,PC,no,yes,172,24,290,58,48.64,5,"₱43,853","₱464,383"
2020-04-05,facebook,organic,no data,PC,yes,no,3361,379,7660,1532,1024,158,"₱883,008","₱234,066"
2020-04-05,tiktok,cpa,no data,PC,yes,no,1703,193,2540,506,439.04,74,"₱419,050","₱107,073"
2020-04-05,google,organic,no data,PC,yes,no,5975,556,12810,2562,1617.92,272,"₱1,542,584","₱147,806"
2020-04-05,(direct),(none),no data,PC,no,no,1210,557,1120,222,160,39,"₱206,791","₱429,952"
2020-04-05,google,organic,yes,PC,yes,no,774,41,1480,296,208.64,32,"₱170,910","₱655,489"
2020-04-05,google,cpc,no data,PC,yes,no,4070,381,8790,1758,1086.72,189,"₱1,022,187","₱641,308"
2020-03-13,facebook,cpc,no data,mobile,yes,no,4085,584,8700,1738,1877.76,202,"₱1,143,792","₱617,879"
2020-03-13,facebook,organic,no data,mobile,yes,no,4825,628,9890,1976,2095.36,220,"₱1,233,407","₱615,672"
2020-03-13,(direct),(none),no data,mobile,yes,no,3549,673,7090,1418,1368.32,139,"₱789,027","₱566,551"
2020-03-13,google,organic,no data,mobile,no,no,8751,2965,9970,1992,1793.28,263,"₱1,463,298","₱588,811"
2020-03-13,facebook,organic,no data,mobile,no,no,5967,2091,7550,1510,1219.84,157,"₱971,521","₱469,033"
2020-03-13,google,organic,no data,mobile,no,yes,400,56,920,184,135.68,15,"₱66,558","₱210,954"
2020-03-13,facebook,cpc,no data,mobile,no,no,5311,2089,7550,1510,1096.96,143,"₱901,963","₱575,679"
2020-03-13,tiktok,cpa,no data,mobile,no,no,2024,905,840,168,102.4,11,"₱56,239","₱164,136"
2020-03-13,(direct),(none),no data,PC,no,no,2417,671,5290,1058,346.88,72,"₱494,055","₱300,629"
2020-03-13,instagram,cpc,no data,mobile,no,no,423,179,590,118,115.2,18,"₱78,485","₱769,207"
2020-03-13,google,organic,yes,mobile,no,no,1158,88,2210,442,448,74,"₱448,894","₱533,026"
2020-03-13,google,cpc,no data,PC,yes,no,2417,317,5520,1102,832,121,"₱896,949","₱442,778"
2020-03-13,google,cpc,no data,mobile,no,no,4877,2032,6690,1340,1007.36,123,"₱861,432","₱418,670"
2020-03-13,(direct),(none),no data,mobile,no,no,3240,1286,3120,624,460.8,55,"₱318,457","₱770,766"
2020-03-13,google,organic,no data,PC,yes,no,4802,554,10250,2050,1519.36,218,"₱1,492,920","₱604,037"
2020-03-13,tiktok,cpa,no data,PC,no,no,738,271,500,100,96,15,"₱154,965","₱982,833"
2020-03-13,google,organic,no data,PC,no,no,5881,1678,10270,2052,1164.8,191,"₱1,364,276","₱296,802"
2020-03-13,facebook,organic,no data,PC,no,no,4482,1473,6850,1368,776.96,130,"₱775,655","₱488,339"
2020-03-13,facebook,cpc,no data,PC,yes,no,5325,623,13020,2604,1838.08,307,"₱2,206,974","₱392,938"
2020-09-26,facebook,organic,no data,mobile,no,no,14710,2413,7360,1472,2781.44,133,"₱553,900","₱749,497"
2020-09-26,facebook,cpc,no data,mobile,no,no,3735,870,1650,328,555.52,25,"₱113,358","₱818,490"
2020-09-26,google,cpc,no data,mobile,yes,no,10863,1579,7000,1398,2108.16,78,"₱458,553","₱859,259"
2020-09-26,google,cpc,no data,mobile,no,no,3672,829,1770,352,480,23,"₱116,174","₱373,094"
2020-09-26,tiktok,cpa,no data,mobile,no,no,3582,1137,440,88,176.64,9,"₱37,811","₱680,984"
2020-09-26,google,organic,no data,mobile,no,no,21758,3741,10220,2044,3628.8,166,"₱815,143","₱576,234"
2020-09-26,facebook,cpc,no data,mobile,yes,no,16938,2174,10920,2186,3389.44,116,"₱675,162","₱822,541"
2020-09-26,facebook,organic,no data,mobile,yes,no,9995,971,7540,1510,2872.32,112,"₱674,081","₱660,485"
2020-09-26,google,organic,yes,mobile,yes,no,8206,295,7430,1486,3270.4,200,"₱1,328,490","₱620,836"
2020-09-26,google,organic,no data,mobile,yes,no,13281,1443,9510,1902,3622.4,137,"₱820,004","₱528,471"
2020-09-26,(direct),(none),no data,mobile,no,no,4933,1108,2140,428,568.32,42,"₱184,951","₱922,891"
2020-09-26,(direct),(none),yes,mobile,no,no,840,44,980,196,309.76,28,"₱163,212","₱861,650"
2020-09-26,google,cpc,yes,mobile,yes,no,6443,251,7200,1440,2429.44,148,"₱973,530","₱368,673"
2020-09-26,facebook,organic,yes,mobile,yes,no,5592,218,5890,1178,2261.76,162,"₱1,150,820","₱705,052"
2020-09-26,(direct),(none),yes,mobile,yes,no,1237,46,1600,320,467.2,40,"₱230,619","₱618,748"
2020-09-26,google,organic,no data,mobile,yes,yes,651,32,460,92,171.52,3,"₱17,226","₱738,036"
2020-09-26,facebook,cpc,yes,mobile,yes,no,9867,372,9590,1916,3717.12,234,"₱1,549,707","₱269,117"
2020-09-26,co-promo,email,no data,PC,yes,no,764,81,2010,400,298.24,18,"₱154,718","₱908,211"
2020-09-26,google,organic,no data,PC,yes,no,4179,657,6710,1344,1463.04,118,"₱778,402","₱156,883"
